Date,Closing Price
16/9/2015,24500
17/9/2015,24600
18/9/2015,24900
21/9/2015,24900
22/9/2015,24700
23/9/2015,24600
24/9/2015,24500
25/9/2015,24400
28/9/2015,23800
29/9/2015,23500
30/9/2015,23500
1/10/2015,23500
2/10/2015,23400
5/10/2015,23400
6/10/2015,24900
7/10/2015,24600
8/10/2015,24700
9/10/2015,24300
12/10/2015,24600
13/10/2015,24400
14/10/2015,24400
15/10/2015,24300
16/10/2015,24300
19/10/2015,24200
20/10/2015,23800
21/10/2015,23700
22/10/2015,23900
23/10/2015,24000
26/10/2015,23700
27/10/2015,23600
28/10/2015,23400
29/10/2015,23800
30/10/2015,24000
2/11/2015,23700
3/11/2015,23800
4/11/2015,24000
5/11/2015,24200
6/11/2015,23800
9/11/2015,23600
10/11/2015,23300
11/11/2015,23200
12/11/2015,23300
13/11/2015,23400
16/11/2015,23200
17/11/2015,23200
18/11/2015,23300
19/11/2015,23200
20/11/2015,23300
23/11/2015,23700
24/11/2015,23500
25/11/2015,23600
26/11/2015,23300
27/11/2015,23000
30/11/2015,22700
1/12/2015,22800
2/12/2015,22900
3/12/2015,23100
4/12/2015,23400
7/12/2015,23000
8/12/2015,23100
9/12/2015,22600
10/12/2015,22600
11/12/2015,22400
14/12/2015,22900
15/12/2015,23100
16/12/2015,22900
17/12/2015,22800
18/12/2015,23100
21/12/2015,22600
22/12/2015,22500
23/12/2015,22400
24/12/2015,22200
25/12/2015,22200
28/12/2015,22000
29/12/2015,22300
30/12/2015,22400
31/12/2015,22200
4/1/2016,21700
5/1/2016,20900
6/1/2016,20900
7/1/2016,20300
8/1/2016,19800
11/1/2016,19900
12/1/2016,20700
13/1/2016,20700
14/1/2016,20200
15/1/2016,19800
18/1/2016,19100
19/1/2016,19300
20/1/2016,19200
21/1/2016,19000
22/1/2016,19600
25/1/2016,20900
26/1/2016,20300
27/1/2016,20500
28/1/2016,20300
29/1/2016,20500
1/2/2016,20300
2/2/2016,20300
3/2/2016,20400
4/2/2016,20600
5/2/2016,21000
15/2/2016,20800
16/2/2016,20900
17/2/2016,21000
18/2/2016,21200
19/2/2016,21200
22/2/2016,22300
23/2/2016,22400
24/2/2016,22800
25/2/2016,22400
26/2/2016,22500
29/2/2016,22500
1/3/2016,22700
2/3/2016,23200
3/3/2016,23100
4/3/2016,22800
7/3/2016,22700
8/3/2016,22400
9/3/2016,22500
10/3/2016,22900
11/3/2016,22800
14/3/2016,22700
15/3/2016,22500
16/3/2016,22300
17/3/2016,22200
18/3/2016,22000
21/3/2016,22000
22/3/2016,21600
23/3/2016,21700
24/3/2016,21800
25/3/2016,21600
28/3/2016,21600
29/3/2016,21100
30/3/2016,21300
31/3/2016,21100
1/4/2016,21200
4/4/2016,21300
5/4/2016,21700
6/4/2016,21800
7/4/2016,21900
8/4/2016,21700
11/4/2016,21900
12/4/2016,21800
13/4/2016,21700
14/4/2016,21700
15/4/2016,21600
19/4/2016,21300
20/4/2016,21200
21/4/2016,21200
22/4/2016,21500
25/4/2016,22100
26/4/2016,22400
27/4/2016,21900
28/4/2016,21700
29/4/2016,21400
4/5/2016,21400
5/5/2016,21400
6/5/2016,21400
9/5/2016,21200
10/5/2016,20800
11/5/2016,20400
12/5/2016,20400
13/5/2016,20200
16/5/2016,20600
17/5/2016,20800
18/5/2016,20700
19/5/2016,20600
20/5/2016,20700
23/5/2016,20800
24/5/2016,20700
25/5/2016,20600
26/5/2016,20500
27/5/2016,20800
30/5/2016,21600
31/5/2016,21500
1/6/2016,21300
2/6/2016,21400
3/6/2016,21300
6/6/2016,21100
7/6/2016,21200
8/6/2016,21500
9/6/2016,21800
10/6/2016,22000
13/6/2016,21600
14/6/2016,21500
15/6/2016,21200
16/6/2016,21200
17/6/2016,20500
20/6/2016,20900
21/6/2016,20900
22/6/2016,20800
23/6/2016,20800
24/6/2016,20300
27/6/2016,20200
28/6/2016,20300
29/6/2016,20900
30/6/2016,20800
1/7/2016,20600
4/7/2016,22000
5/7/2016,22400
6/7/2016,22400
7/7/2016,22500
8/7/2016,22700
11/7/2016,23000
12/7/2016,23400
13/7/2016,24100
14/7/2016,23600
15/7/2016,23500
18/7/2016,23700
19/7/2016,24100
20/7/2016,23700
21/7/2016,23000
22/7/2016,22500
25/7/2016,22300
26/7/2016,22400
27/7/2016,22700
28/7/2016,23200
29/7/2016,22900
1/8/2016,22800
2/8/2016,22100
3/8/2016,22200
4/8/2016,22000
5/8/2016,21500
8/8/2016,21400
9/8/2016,21400
10/8/2016,21700
11/8/2016,22000
12/8/2016,21800
15/8/2016,21900
16/8/2016,22400
17/8/2016,22400
18/8/2016,22100
19/8/2016,21700
22/8/2016,21400
23/8/2016,21600
24/8/2016,21500
25/8/2016,21400
26/8/2016,21700
29/8/2016,21400
30/8/2016,21100
31/8/2016,21400
1/9/2016,21400
5/9/2016,21100
6/9/2016,21100
7/9/2016,21300
8/9/2016,21300
9/9/2016,21600
12/9/2016,21300
13/9/2016,21100
14/9/2016,21000
15/9/2016,20800
16/9/2016,20800
19/9/2016,21450
20/9/2016,21550
21/9/2016,21850
22/9/2016,21850
23/9/2016,21600
26/9/2016,21800
27/9/2016,21950
28/9/2016,22400
29/9/2016,22300
30/9/2016,22300
3/10/2016,22400
4/10/2016,22600
5/10/2016,22650
6/10/2016,22400
7/10/2016,22300
10/10/2016,22300
11/10/2016,21350
12/10/2016,21150
13/10/2016,21300
14/10/2016,21250
17/10/2016,21200
18/10/2016,21100
19/10/2016,21250
20/10/2016,21250
21/10/2016,21550
24/10/2016,21100
25/10/2016,21150
26/10/2016,20800
27/10/2016,20800
28/10/2016,20800
31/10/2016,21050
1/11/2016,20850
2/11/2016,20800
3/11/2016,20450
4/11/2016,20200
7/11/2016,20650
8/11/2016,20650
9/11/2016,20350
10/11/2016,20650
11/11/2016,20500
14/11/2016,20100
15/11/2016,20350
16/11/2016,20300
17/11/2016,20150
18/11/2016,20000
21/11/2016,20050
22/11/2016,20300
23/11/2016,20250
24/11/2016,20150
25/11/2016,20100
28/11/2016,20000
29/11/2016,19600
30/11/2016,19900
1/12/2016,19850
2/12/2016,19700
5/12/2016,19200
6/12/2016,18600
7/12/2016,18600
8/12/2016,18700
9/12/2016,18750
12/12/2016,18500
13/12/2016,18850
14/12/2016,19000
15/12/2016,19000
16/12/2016,19200
19/12/2016,19850
20/12/2016,19600
21/12/2016,19550
22/12/2016,19400
23/12/2016,19400
26/12/2016,19600
27/12/2016,19450
28/12/2016,19750
29/12/2016,19700
30/12/2016,19600
3/1/2017,20050
4/1/2017,20050
5/1/2017,20100
6/1/2017,20300
9/1/2017,20500
10/1/2017,20350
11/1/2017,20300
12/1/2017,20450
13/1/2017,20500
16/1/2017,20400
17/1/2017,20600
18/1/2017,20400
19/1/2017,20150
20/1/2017,20150
23/1/2017,20000
24/1/2017,20050
25/1/2017,20200
2/2/2017,20650
3/2/2017,20500
6/2/2017,20550
7/2/2017,20900
8/2/2017,20900
9/2/2017,20800
10/2/2017,20800
13/2/2017,21200
14/2/2017,21100
15/2/2017,21200
16/2/2017,20900
17/2/2017,21050
20/2/2017,21050
21/2/2017,21050
22/2/2017,21550
23/2/2017,21600
24/2/2017,21300
27/2/2017,21300
28/2/2017,21200
1/3/2017,21200
2/3/2017,20700
3/3/2017,20800
6/3/2017,21000
7/3/2017,21000
8/3/2017,21000
9/3/2017,21500
10/3/2017,21350
13/3/2017,21400
14/3/2017,21400
15/3/2017,21300
16/3/2017,22300
17/3/2017,22750
20/3/2017,23000
21/3/2017,23000
22/3/2017,22550
23/3/2017,22750
24/3/2017,23050
27/3/2017,23450
28/3/2017,23450
29/3/2017,23550
30/3/2017,23850
31/3/2017,23850
3/4/2017,24200
4/4/2017,23800
5/4/2017,23000
7/4/2017,23200
10/4/2017,23900
11/4/2017,23600
12/4/2017,22950
13/4/2017,22500
14/4/2017,22200
17/4/2017,21850
18/4/2017,22550
19/4/2017,22250
20/4/2017,22350
21/4/2017,22350
24/4/2017,22000
25/4/2017,22150
26/4/2017,22400
27/4/2017,22250
28/4/2017,21900
3/5/2017,22150
4/5/2017,22600
5/5/2017,22500
8/5/2017,23000
9/5/2017,23800
10/5/2017,23550
11/5/2017,23700
12/5/2017,23500
15/5/2017,24000
16/5/2017,23700
17/5/2017,24100
18/5/2017,24500
19/5/2017,26000
22/5/2017,25750
23/5/2017,25400
24/5/2017,26200
25/5/2017,26250
26/5/2017,26000
29/5/2017,25800
30/5/2017,24750
31/5/2017,24800
1/6/2017,24900
2/6/2017,25800
5/6/2017,25300
6/6/2017,25600
7/6/2017,25850
8/6/2017,26050
9/6/2017,26250
12/6/2017,26300
13/6/2017,26600
14/6/2017,26500
15/6/2017,26400
16/6/2017,26600
19/6/2017,27700
20/6/2017,27550
21/6/2017,27400
22/6/2017,27350
23/6/2017,27300
26/6/2017,27450
27/6/2017,26950
28/6/2017,27400
29/6/2017,27500
30/6/2017,27650
3/7/2017,27950
4/7/2017,28250
5/7/2017,28300
6/7/2017,28600
7/7/2017,27500
10/7/2017,26650
11/7/2017,26800
12/7/2017,26600
13/7/2017,26650
14/7/2017,26800
17/7/2017,25700
18/7/2017,25250
19/7/2017,25200
20/7/2017,25300
21/7/2017,25400
24/7/2017,24750
25/7/2017,25250
26/7/2017,25600
27/7/2017,25550
28/7/2017,25850
31/7/2017,26300
1/8/2017,26000
2/8/2017,25750
3/8/2017,25950
4/8/2017,26400
7/8/2017,26350
8/8/2017,26000
9/8/2017,25250
10/8/2017,25200
11/8/2017,25050
14/8/2017,25300
15/8/2017,25150
16/8/2017,25150
17/8/2017,24600
18/8/2017,24850
21/8/2017,24450
22/8/2017,24000
23/8/2017,24300
24/8/2017,24350
25/8/2017,24650
28/8/2017,25150
29/8/2017,24900
30/8/2017,24850
31/8/2017,25050
1/9/2017,25200
5/9/2017,25100
6/9/2017,25000
7/9/2017,25050
8/9/2017,24950
11/9/2017,24700
12/9/2017,24700
13/9/2017,25050
14/9/2017,25450
15/9/2017,25600
18/9/2017,25800
19/9/2017,25800
20/9/2017,25500
21/9/2017,25350
22/9/2017,25500
25/9/2017,25400
26/9/2017,25400
27/9/2017,25400
28/9/2017,25000
29/9/2017,25050
2/10/2017,25000
3/10/2017,24900
4/10/2017,25100
5/10/2017,25550
6/10/2017,25550
9/10/2017,24750
10/10/2017,24550
11/10/2017,24700
12/10/2017,24350
13/10/2017,24350
16/10/2017,24400
17/10/2017,24800
18/10/2017,24850
19/10/2017,24500
20/10/2017,24300
23/10/2017,23600
24/10/2017,23350
25/10/2017,23400
26/10/2017,23200
27/10/2017,23200
30/10/2017,22850
31/10/2017,22600
1/11/2017,22200
2/11/2017,22550
3/11/2017,22800
6/11/2017,23100
7/11/2017,23000
8/11/2017,23050
9/11/2017,23350
10/11/2017,23300
13/11/2017,24050
14/11/2017,24300
15/11/2017,24250
16/11/2017,24600
17/11/2017,24500
20/11/2017,24600
21/11/2017,25100
22/11/2017,25450
23/11/2017,25500
24/11/2017,25500
27/11/2017,26000
28/11/2017,26000
29/11/2017,26600
30/11/2017,26900
1/12/2017,27550
4/12/2017,29100
5/12/2017,28200
6/12/2017,27950
7/12/2017,27100
8/12/2017,27200
11/12/2017,25800
12/12/2017,26450
13/12/2017,26200
14/12/2017,26650
15/12/2017,27100
18/12/2017,27500
19/12/2017,27850
20/12/2017,28000
21/12/2017,27600
22/12/2017,27550
25/12/2017,27850
26/12/2017,28000
27/12/2017,27700
28/12/2017,28650
29/12/2017,28800
2/1/2018,29100
3/1/2018,30200
4/1/2018,30100
5/1/2018,28900
8/1/2018,29500
9/1/2018,29800
10/1/2018,30350
11/1/2018,30300
12/1/2018,31300
15/1/2018,31950
16/1/2018,31850
17/1/2018,30500
18/1/2018,31500
19/1/2018,32500
22/1/2018,34200
23/1/2018,34200
24/1/2018,34200
25/1/2018,35400
26/1/2018,35300
29/1/2018,36600
30/1/2018,36500
31/1/2018,34100
1/2/2018,34550
2/2/2018,35100
5/2/2018,32650
6/2/2018,31200
7/2/2018,33000
8/2/2018,31600
9/2/2018,31600
12/2/2018,33600
13/2/2018,34150
21/2/2018,35100
22/2/2018,34400
23/2/2018,35200
26/2/2018,35050
27/2/2018,35300
28/2/2018,36900
1/3/2018,37800
2/3/2018,38000
5/3/2018,35350
6/3/2018,37800
7/3/2018,38200
8/3/2018,38150
9/3/2018,38800
12/3/2018,38400
13/3/2018,39500
14/3/2018,39200
15/3/2018,39250
16/3/2018,41000
19/3/2018,41000
20/3/2018,41050
21/3/2018,40950
22/3/2018,40300
23/3/2018,39600
26/3/2018,40200
27/3/2018,40000
28/3/2018,39500
29/3/2018,39000
30/3/2018,39000
2/4/2018,40800
3/4/2018,42200
4/4/2018,41900
5/4/2018,41900
6/4/2018,41900
9/4/2018,44300
10/4/2018,43500
11/4/2018,41800
12/4/2018,42000
13/4/2018,41300
16/4/2018,41400
17/4/2018,42000
18/4/2018,41500
19/4/2018,40600
20/4/2018,42000
23/4/2018,39100
24/4/2018,37400
26/4/2018,34800
27/4/2018,36000
2/5/2018,34800
3/5/2018,35000
4/5/2018,34250
7/5/2018,36400
8/5/2018,35800
9/5/2018,35800
10/5/2018,34300
11/5/2018,34600
14/5/2018,35000
15/5/2018,35500
16/5/2018,34500
17/5/2018,33600
18/5/2018,33000
21/5/2018,32000
22/5/2018,30050
23/5/2018,31200
24/5/2018,30450
25/5/2018,29500
28/5/2018,27500
29/5/2018,29400
30/5/2018,29950
